signal,angle,granularity,bench,auroc_correct,auroc_noharm,spearman_cont
drift_l@25,geometry,per_layer,trivia_qa,0.3333,0.3816,-0.2063
delta_max,geometry,scalar,trivia_qa,0.5473,0.5610,0.0649
ll_conf_w_l@0,confidence,per_layer,trivia_qa,0.5000,0.5000,
ll_entropy_w_l@12,confidence,per_layer,trivia_qa,0.5424,0.5474,0.0668
ll_entropy_w_l@34,confidence,per_layer,trivia_qa,0.3185,0.4985,-0.2998
ll_conf_w_l@31,confidence,per_layer,trivia_qa,0.6280,0.5095,0.2172
ll_margin_w_l@12,confidence,per_layer,trivia_qa,0.4773,0.4452,-0.0305
ll_kl_wb_l@3,divergence,per_layer,trivia_qa,0.5555,0.5397,0.0763
ll_kl_wb_l@9,divergence,per_layer,trivia_qa,0.4916,0.4791,0.0153
span_entropy_last,confidence,scalar,trivia_qa,0.4693,0.5219,-0.0302
ll_argmax_agree_final_l@31,agreement,per_layer,trivia_qa,0.4729,0.4889,-0.1028
ll_argmax_agree_final_l@10,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_argmax_agree_final_l@8,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_entropy_w_l@25,confidence,per_layer,trivia_qa,0.4549,0.4794,-0.0686
ll_entropy_w_l@23,confidence,per_layer,trivia_qa,0.5923,0.5235,0.1287
ll_margin_w_l@2,confidence,per_layer,trivia_qa,0.5370,0.5512,0.0559
drift_l@34,geometry,per_layer,trivia_qa,0.3149,0.3747,-0.2521
ll_entropy_w_l@33,confidence,per_layer,trivia_qa,0.3255,0.5146,-0.3101
ll_conf_w_l@29,confidence,per_layer,trivia_qa,0.5527,0.4889,0.1099
ll_margin_w_l@3,confidence,per_layer,trivia_qa,0.4441,0.4594,-0.0745
ll_margin_w_l@26,confidence,per_layer,trivia_qa,0.4637,0.5193,-0.0592
ll_kl_wb_l@6,divergence,per_layer,trivia_qa,0.5411,0.5328,0.0662
ll_kl_wb_l@12,divergence,per_layer,trivia_qa,0.4605,0.4450,-0.0296
ll_argmax_agree_final_l@14,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_kl_wb_l@25,divergence,per_layer,trivia_qa,0.3490,0.4161,-0.2101
ll_kl_wb_l@22,divergence,per_layer,trivia_qa,0.3664,0.3695,-0.1373
ll_entropy_w_l@13,confidence,per_layer,trivia_qa,0.5400,0.5549,0.0359
ll_conf_w_l@19,confidence,per_layer,trivia_qa,0.4435,0.4520,-0.0776
ll_margin_w_l@18,confidence,per_layer,trivia_qa,0.4877,0.4804,-0.0111
ll_margin_w_l@23,confidence,per_layer,trivia_qa,0.4822,0.4727,-0.0121
drift_l@19,geometry,per_layer,trivia_qa,0.3878,0.3872,-0.1044
mem_influence_kl,divergence,scalar,trivia_qa,0.3212,0.3323,-0.2795
drift_l@15,geometry,per_layer,trivia_qa,0.4162,0.4016,-0.0667
ll_entropy_w_l@31,confidence,per_layer,trivia_qa,0.3435,0.4806,-0.2637
ll_conf_w_l::late,confidence,derived,trivia_qa,0.6465,0.4973,0.2659
ll_argmax_agree_final_l@36,agreement,per_layer,trivia_qa,0.4449,0.4825,-0.0617
drift_l@13,geometry,per_layer,trivia_qa,0.4293,0.4139,-0.0554
ll_argmax_agree_final_l@23,agreement,per_layer,trivia_qa,0.4689,0.4819,-0.0823
ll_margin_w_l@14,confidence,per_layer,trivia_qa,0.4917,0.5028,-0.0219
ll_margin_w_l@1,confidence,per_layer,trivia_qa,0.4978,0.5255,-0.0269
drift_l@14,geometry,per_layer,trivia_qa,0.4273,0.4124,-0.0560
ll_entropy_w_l@5,confidence,per_layer,trivia_qa,0.4826,0.4651,0.0229
ll_argmax_agree_final_l@6,agreement,per_layer,trivia_qa,0.5000,0.5000,
kl_0w,divergence,scalar,trivia_qa,0.2833,0.3466,-0.3395
ll_argmax_agree_final_l@19,agreement,per_layer,trivia_qa,0.5020,0.4999,0.0130
drift_l@32,geometry,per_layer,trivia_qa,0.3034,0.3672,-0.2632
tv_w0,divergence,scalar,trivia_qa,0.3117,0.3332,-0.2988
ll_entropy_w_l@9,confidence,per_layer,trivia_qa,0.4197,0.4289,-0.0927
ll_kl_wb_l@11,divergence,per_layer,trivia_qa,0.4808,0.4571,0.0026
ll_margin_w_l@7,confidence,per_layer,trivia_qa,0.5461,0.5634,0.0469
entropy_w,confidence,scalar,trivia_qa,0.2943,0.4380,-0.3616
